,**MARKET CAP (Rs Cr),BOOK VALUE (Rs),DELIVERABLES (%),DIV (%),DIV YIELD.(%),EPS (TTM),FACE VALUE (Rs),INDUSTRY P/E,MARKET CAP (Rs Cr),Market Lot,P/C,P/E,PRICE/BOOK,bse_52wk_high,bse_52wk_low,bse_price,company_name,nse_52wk_high,nse_52wk_low,nse_price
Stewarts Lloyds,,-225.65,  new,0.00%,-%,-,10.00,27.65,6.90,1,-,-,-,29.95,20.00,23.00,Stewarts Lloyds,NA,NA,NA
Stilbene Chem,,6.77,  new,0.00%,-%,* -,0.00,1.65,0.00,1,-,-,-,NA,NA,NA,Stilbene Chem,NA,NA,NA
Straits Times,,,,,,,,,,,,,,,,,Straits Times,,,
Sturdy Ind,,1.49, 100 new,0.00%,-%,-,2.00,63.54,14.97,1,-,-,0.66,1.70,0.82,0.99,Sturdy Ind,NA,NA,NA
Subh Tex India,,17.63,  new,0.00%,-%,* -,10.00,23.65,0.00,5000,-,-,-,NA,NA,NA,Subh Tex India,NA,NA,NA
Suchinfotech,,,,,,,,,,,,,,,,,Suchinfotech,,,
Suditi Ind,,17.34, 94.94 new,7.00%,0.97%,1.30,10.00,42.20,121.53,1,30.59,55.77,4.18,86.50,32.50,72.50,Suditi Ind,NA,NA,NA
Suditind,,16.04,  new,7.00%,-%,-,10.00,17.69,0.00,1,-,-,-,NA,NA,NA,Suditind,NA,NA,NA
Sukhjit Starch,,316.94, 87.82 new,50.00%,1.36%,25.23,10.00,55.93,272.20,1,8.96,14.62,1.16,433.45,240.00,368.85,Sukhjit Starch,NA,NA,NA
Sumedha Fiscal,,42.75, 86.34 new,5.00%,1.67%,3.71,10.00,39.26,23.95,1,7.03,8.09,0.70,37.75,13.20,30.00,Sumedha Fiscal,NA,NA,NA
Sumeet Machines,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sumeet Machines,NA,NA,NA
Sumeetmach,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sumeetmach,NA,NA,NA
Sumeru Ind,,1.41,  new,0.00%,-%,* -,1.00,39.26,8.64,1,120.00,-,0.85,1.72,1.08,1.20,Sumeru Ind,NA,NA,NA
Summit Sec,,410.90, 96.63 new,0.00%,-%,5.13,10.00,39.26,702.02,1,125.28,125.53,1.57,799.70,335.35,643.95,Summit Sec,748.70,338.20,643.65
Sumura Maritime,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sumura Maritime,NA,NA,NA
Sun And Shine,,11.66,  new,0.00%,-%,-,10.00,51.24,15.65,1,-,-,0.27,5.10,1.98,3.13,Sun And Shine,NA,NA,NA
Sun Pharma Adv,,6.47, 36.38 new,0.00%,-%,-,1.00,30.96,"9,227.74",1,-,-,57.77,414.80,273.00,373.75,Sun Pharma Adv,414.90,272.00,374.10
Sun Polytron,,54.35,  new,0.00%,-%,* -,10.00,16.78,0.00,1,-,-,-,NA,NA,NA,Sun Polytron,NA,NA,NA
Sun Source,,7.23,  new,0.00%,-%,-,10.00,14.55,6.17,1,-,-,0.59,5.04,1.53,4.29,Sun Source,NA,NA,NA
Sun TV Network,,113.96, 34.79 new,310.00%,1.94%,24.85,5.00,43.78,"31,406.57",1,22.91,32.07,6.99,950.00,435.00,796.95,Sun TV Network,946.00,434.15,797.10
Sun Techno,,0.93,  new,0.00%,-%,* -,1.00,39.26,12.40,1,-,-,0.20,0.36,0.19,0.19,Sun Techno,NA,NA,NA
Sunbright Stock,,4.92,  new,0.00%,-%,-,5.00,39.26,0.00,1,-,-,-,NA,NA,NA,Sunbright Stock,NA,NA,NA
Suncity Synt,,15.82,  new,0.00%,-%,0.23,10.00,19.09,5.68,1,2.74,49.96,0.73,11.49,6.18,11.49,Suncity Synt,NA,NA,NA
Sundaram Brake,,180.37, 49.93 new,0.00%,-%,4.47,10.00,57.28,205.64,1,28.67,116.92,2.90,594.00,315.05,522.65,Sundaram Brake,599.95,315.00,517.90
Sunlake Resorts,,6.74,  new,0.00%,-%,-,10.00,59.12,0.00,100,-,-,-,NA,NA,NA,Sunlake Resorts,NA,NA,NA
Sunraj Diamond,,9.13,  new,0.00%,-%,-,10.00,18.79,0.00,1,-,-,-,NA,NA,NA,Sunraj Diamond,NA,NA,NA
Sunrise Oleoche,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sunrise Oleoche,NA,NA,NA
Sunstar Lub,,-30.54,  new,0.00%,-%,* -,10.00,21.87,0.00,1,-,-,-,NA,NA,NA,Sunstar Lub,NA,NA,NA
Sunstrchem,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sunstrchem,NA,NA,NA
Sunteck Realty,,68.56, 34.88 new,100.00%,0.43%,12.57,1.00,35.29,"2,904.60",1,18.24,18.34,3.36,533.00,173.95,230.55,Sunteck Realty,254.35,87.30,230.40
Super Crop Safe,,19.03, 50.43 new,6.00%,0.40%,3.81,10.00,46.58,113.61,1,32.58,39.50,7.91,163.95,63.50,150.50,Super Crop Safe,NA,NA,NA
Super Fine Knit,,18.31, 100 new,0.00%,-%,* -,10.00,42.20,19.83,10000,-,-,0.87,17.49,10.36,16.00,Super Fine Knit,NA,NA,NA
Super Sales,,446.91, 84.08 new,0.00%,-%,51.92,10.00,10.59,189.82,1,5.88,11.90,1.38,680.00,370.00,618.00,Super Sales,NA,NA,NA
Superior Sox,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Superior Sox,NA,NA,NA
Superstar Weld,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Superstar Weld,NA,NA,NA
Supra Pacific M,,9.95,  new,0.00%,-%,0.52,10.00,39.26,9.82,1,34.33,34.33,1.79,24.65,10.00,17.85,Supra Pacific M,NA,NA,NA
Suprapti Plasti,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Suprapti Plasti,NA,NA,NA
Supreme India,,145.79,  new,5.00%,-%,* -,10.00,23.65,0.00,2000,-,-,-,NA,NA,NA,Supreme India,NA,NA,NA
Supreme Orient,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Supreme Orient,NA,NA,NA
Surabhi Chemica,,1.54,  new,0.00%,-%,0.03,1.00,39.26,0.00,1,-,-,-,NA,NA,NA,Surabhi Chemica,NA,NA,NA
Suraj Holdings,,18.13,  new,0.00%,-%,* -,10.00,26.39,0.00,1,-,-,-,NA,NA,NA,Suraj Holdings,NA,NA,NA
Suraj Ind,,-1.19,  new,0.00%,-%,-,10.00,17.38,0.00,100,-,-,-,NA,NA,NA,Suraj Ind,NA,NA,NA
Suraj Securitie,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Suraj Securitie,NA,NA,NA
Surgiplast Ltd,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Surgiplast Ltd,NA,NA,NA
Surlux Diag,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Surlux Diag,NA,NA,NA
Surya Funcity,,10.38,  new,0.00%,-%,* -,10.00,47.79,0.00,100,-,-,-,NA,NA,NA,Surya Funcity,NA,NA,NA
Surya India,,68.97,  new,0.00%,-%,2.60,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Surya India,NA,NA,NA
Surya Murphy,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Surya Murphy,NA,NA,NA
Surya Roshni,,213.09, 53.38 new,10.00%,0.36%,15.11,10.00,20.73,"1,219.39",1,9.98,18.41,1.31,306.90,165.50,278.20,Surya Roshni,307.35,165.15,279.00
Suryachakra Pow,,-0.80, 85.92 new,0.00%,-%,-,10.00,14.55,25.29,1,-,-,-,3.88,1.60,1.69,Suryachakra Pow,NA,NA,NA
Suryachakra Sea,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Suryachakra Sea,NA,NA,NA
Suryaoday Agro,,59.15, 69.86 new,0.00%,-%,15.99,10.00,15.59,47.49,1,4.80,5.20,1.41,95.95,17.30,83.20,Suryaoday Agro,NA,NA,NA
Suryo Food,,-1.59,  new,0.00%,-%,-,10.00,9.25,3.42,1,-,-,-,12.50,8.63,8.63,Suryo Food,NA,NA,NA
Sushree Trading,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Sushree Trading,NA,NA,NA
Suven Life Sci,,58.70, 43.68 new,200.00%,1.19%,9.70,1.00,29.58,"2,142.16",1,14.79,17.35,2.87,213.90,151.10,168.30,Suven Life Sci,212.95,149.00,168.50
Suzlon Energy,,2.62, 53.55 new,0.00%,-%,1.34,2.00,31.07,"9,968.81",1,11.10,14.33,7.33,22.25,12.47,19.20,Suzlon Energy,22.25,12.00,19.20
Swaika Vanaspat,,38.89,  new,0.00%,-%,* -,10.00,33.36,0.00,100,-,-,-,NA,NA,NA,Swaika Vanaspat,NA,NA,NA
Swan Energy,,18.16, 58.16 new,5.00%,0.04%,0.07,1.00,23.65,"3,230.30",1,456.03,"1,889.29",7.28,213.40,58.50,132.25,Swan Energy,213.85,58.80,132.15
Swarna Sec,,8.45,  new,0.00%,-%,0.10,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Swarna Sec,NA,NA,NA
Swarnasarita,,40.40, 68.14 new,0.00%,-%,0.75,10.00,18.79,38.00,1,21.67,24.27,0.45,28.05,16.50,18.20,Swarnasarita,NA,NA,NA
Swarnima Oil In,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Swarnima Oil In,NA,NA,NA
Swastik Surfact,,-92.32,  new,0.00%,-%,0.25,10.00,48.69,0.00,50,-,-,-,NA,NA,NA,Swastik Surfact,NA,NA,NA
Swet-Chem Anti,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Swet-Chem Anti,NA,NA,NA
Swiss Glascoat,,47.73, 100 new,22.00%,1.26%,4.71,10.00,36.51,113.72,1,20.27,37.14,3.67,227.00,96.10,174.95,Swiss Glascoat,NA,NA,NA
Swissen Intersp,,0.00,  new,0.00%,-%,* -,10.00,11.86,0.00,100,-,-,-,NA,NA,NA,Swissen Intersp,NA,NA,NA
Sylph Education,,10.42,  new,0.00%,-%,* -,10.00,56.05,20.55,10000,-,-,1.31,13.70,7.03,13.70,Sylph Education,NA,NA,NA
Sylvania Laxman,,24.57,  new,NA,-%,* -,0.00,-,0.00,1,-,-,-,NA,NA,NA,Sylvania Laxman,NA,NA,NA
Symphony,,44.02, 44.33 new,1250.00%,1.71%,24.75,2.00,47.76,"10,204.63",1,57.70,58.94,33.14,1571.45,1075.00,1458.70,Symphony,1570.00,1071.05,1461.20
Syncom Health,,19.07, 83.78 new,0.00%,-%,-,10.00,29.58,20.60,1,-,-,0.27,9.49,4.51,5.15,Syncom Health,9.40,4.95,5.10
Synergy Bizcon,,16.70, 26.08 new,0.00%,-%,0.10,10.00,35.29,69.02,1,329.41,560.00,3.35,418.00,51.25,56.00,Synergy Bizcon,NA,NA,NA
Synfosys,,,,,,,,,,,,,,,,,Synfosys,,,
Synth and Chem,,-39.22,  new,0.00%,-%,* -,0.00,0.95,0.00,1,-,-,-,NA,NA,NA,Synth and Chem,NA,NA,NA
Sysco Industrie,,43.86, 50.00 new,0.00%,-%,* -,10.00,23.10,40.17,5000,-,-,1.15,57.20,18.00,50.50,Sysco Industrie,NA,NA,NA
Systematix Corp,,27.05,  new,0.00%,-%,0.53,10.00,39.26,18.63,1,21.10,27.08,0.53,19.80,9.00,14.35,Systematix Corp,NA,NA,NA
TATACAP II,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,TATACAP II,NA,NA,NA
TATACAP III,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,TATACAP III,NA,NA,NA
TATACAP IV,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,TATACAP IV,NA,NA,NA
TCI Express,,41.79, 78.88 new,40.00%,0.15%,10.63,2.00,49.59,"2,098.22",1,46.60,51.55,13.11,603.95,2.00,548.00,TCI Express,667.00,2.00,545.20
TTK Biomed,,31.75,  new,NA,-%,-,0.00,5.00,0.00,100,-,-,-,NA,NA,NA,TTK Biomed,NA,NA,NA
TTK Healthcare,,188.60, 68.97 new,50.00%,0.63%,24.90,10.00,29.58,612.81,1,19.64,31.69,4.18,1110.00,722.00,789.10,TTK Healthcare,1100.00,744.75,780.25
TTK Prestige,,733.78, 61.93 new,0.00%,-%,122.73,10.00,47.76,"7,439.27",1,44.20,52.02,8.70,6824.35,4735.00,6385.00,TTK Prestige,6984.45,4721.00,6384.25
TV Vision,,34.93, 36.18 new,0.00%,-%,2.36,10.00,43.78,793.07,1,26.99,96.17,6.50,327.95,213.30,226.95,TV Vision,324.05,199.40,225.35
TV18 Broadcast,"6,831.73",21.66, 32.63 new,0.00%,-%,0.68,2.00,43.78,,1,51.09,58.60,1.84,50.00,33.15,39.85,TV18 Broadcast,50.00,33.05,39.85
TVS Finance,,-37.64,  new,0.00%,-%,-,10.00,23.07,0.00,1,-,-,-,NA,NA,NA,TVS Finance,NA,NA,NA
Tai Industries,,30.87, 100 new,5.00%,2.17%,0.90,10.00,51.24,13.80,1,19.01,25.56,0.75,34.70,14.05,23.00,Tai Industries,NA,NA,NA
Tainwala Chem,,52.76, 75.52 new,0.00%,-%,5.31,10.00,14.87,70.93,1,12.88,14.27,1.44,89.90,38.00,75.75,Tainwala Chem,90.00,36.00,76.60
Take Solutions,,37.62, 78.84 new,0.00%,-%,1.38,1.00,18.51,"2,027.20",1,105.66,110.25,4.04,186.45,118.20,152.15,Take Solutions,186.60,118.20,152.65
Taksheel Solut,,89.55,  new,0.00%,-%,5.04,10.00,18.17,0.00,1,-,-,-,NA,NA,NA,Taksheel Solut,NA,NA,NA
Talavadi Rock,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Talavadi Rock,NA,NA,NA
Tamarai Mills,,10.17,  new,0.00%,-%,-,10.00,13.77,0.00,50,-,-,-,NA,NA,NA,Tamarai Mills,NA,NA,NA
Tamil Newsprint,,247.06, 26.77 new,75.00%,1.94%,38.23,10.00,11.71,"2,670.84",1,5.66,10.09,1.56,396.00,275.25,385.90,Tamil Newsprint,398.00,275.00,386.00
Tamil Sponge,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tamil Sponge,NA,NA,NA
TandI Global,,44.13, 96.84 new,5.00%,0.99%,9.27,10.00,51.24,25.67,1,4.79,5.46,1.15,77.40,20.50,50.65,TandI Global,NA,NA,NA
Tantia Const,,17.08, 100 new,0.00%,-%,-,10.00,35.29,57.20,1,-,-,1.17,25.05,13.50,19.90,Tantia Const,25.30,13.35,19.50
Tara Health,,,,,,,,,,,,,,,,,Tara Health,,,
Tara Jewels,,222.46, 44.29 new,0.00%,-%,-,10.00,18.79,77.19,1,7.46,-,0.14,50.20,24.35,31.35,Tara Jewels,50.30,23.50,31.50
Tarini Int,,22.79,  new,0.00%,-%,* -,10.00,33.58,37.11,3000,-,-,1.25,33.30,6.65,28.55,Tarini Int,NA,NA,NA
Tasty Bite,,323.47, 93.29 new,20.00%,0.04%,88.68,10.00,55.93,"1,446.61",1,45.44,63.57,17.43,5933.00,2799.00,5637.60,Tasty Bite,5974.00,4211.55,5654.60
Tata AdvMateria,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Tata AdvMateria,NA,NA,NA
Tata Coffee,,48.04, 52.68 new,156.00%,1.20%,7.31,1.00,32.72,"2,426.15",1,15.26,17.77,2.70,150.50,107.30,129.90,Tata Coffee,150.50,107.10,129.10
Tata Finance,,11.31,  new,0.00%,-%,1.79,0.00,39.45,0.00,1,-,-,-,NA,NA,NA,Tata Finance,NA,NA,NA
Tata Metaliks,,81.93, 23.41 new,20.00%,0.30%,40.33,10.00,13.00,"1,713.77",1,12.38,16.80,8.27,787.75,280.00,677.70,Tata Metaliks,787.90,280.00,678.10
Tata Power,,55.64, 44.25 new,130.00%,1.59%,1.05,1.00,14.55,"22,125.05",1,24.13,77.90,1.47,91.25,67.10,81.80,Tata Power,91.15,67.00,82.15
Tata SSL,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Tata SSL,NA,NA,NA
Tavernier,,13.97, 70.87 new,0.00%,-%,0.65,10.00,10.59,7.27,1,16.00,18.71,0.87,13.90,9.50,12.16,Tavernier,NA,NA,NA
Tech Mahindra,,173.16, 61.25 new,180.00%,2.37%,31.24,5.00,18.51,"37,076.89",1,10.10,12.17,2.20,515.30,357.60,380.10,Tech Mahindra,515.25,356.65,381.30
Techno Electric,,69.07, 49.07 new,250.00%,1.36%,12.91,2.00,31.07,"4,155.73",1,26.21,28.57,5.34,720.00,261.60,368.80,Techno Electric,438.90,242.50,370.25
Techno Forge,,-6.53,  new,0.00%,-%,-,10.00,55.13,0.00,1,-,-,-,NA,NA,NA,Techno Forge,NA,NA,NA
Technocraft Ind,,233.15, 68.47 new,30.00%,0.65%,37.00,10.00,15.09,"1,222.82",1,10.54,12.57,1.99,524.80,281.50,464.95,Technocraft Ind,523.00,285.45,464.05
Tecil Chemicals,,-4.30,  new,0.00%,-%,-,10.00,15.36,0.00,50,-,-,-,NA,NA,NA,Tecil Chemicals,NA,NA,NA
Telephone Cable,,-70.16,  new,0.00%,-%,* -,10.00,21.98,0.00,1,-,-,-,NA,NA,NA,Telephone Cable,NA,NA,NA
Tentiwala Metal,,2.20,  new,0.00%,-%,* -,10.00,26.06,3.25,10000,-,-,2.73,8.00,4.50,6.00,Tentiwala Metal,NA,NA,NA
Terrygold India,,-63.16,  new,0.00%,-%,0.02,10.00,11.87,0.00,1,-,-,-,NA,NA,NA,Terrygold India,NA,NA,NA
Texmaco Rail,,42.70, 37.33 new,25.00%,0.27%,0.78,1.00,31.07,"2,012.42",1,60.30,117.50,2.15,118.50,86.25,91.65,Texmaco Rail,117.85,84.90,91.35
Texplast Inds,,21.49,  new,0.00%,-%,* -,10.00,23.10,0.00,1,-,-,-,NA,NA,NA,Texplast Inds,NA,NA,NA
Thapar Foods,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Thapar Foods,NA,NA,NA
Thirani Chem,,43.51,  new,NA,-%,3.60,0.00,-,0.00,100,-,-,-,NA,NA,NA,Thirani Chem,NA,NA,NA
Thirdwave Finan,,1.48, 100 new,0.00%,-%,0.15,10.00,39.26,2.76,1,83.20,83.20,8.43,12.48,9.36,12.48,Thirdwave Finan,NA,NA,NA
Tijaria Polypip,,14.57, 100 new,0.00%,-%,-,10.00,63.54,18.90,1,-,-,0.55,11.89,4.30,8.00,Tijaria Polypip,12.25,4.50,7.45
Tilaknagar Ind,,-2.23, 58.30 new,0.00%,-%,-,10.00,94.25,165.18,1,-,-,-,18.90,10.33,13.24,Tilaknagar Ind,19.00,10.20,13.25
Time Shipping,,9.97,  new,0.00%,-%,* -,10.00,14.78,0.00,100,-,-,-,NA,NA,NA,Time Shipping,NA,NA,NA
Timex Group Ind,,-6.77,  new,0.00%,-%,-,1.00,61.78,389.67,1,-,-,-,69.40,35.25,38.60,Timex Group Ind,NA,NA,NA
Tinna Oils,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tinna Oils,NA,NA,NA
Tinna Overseas,,74.68, 97.40 new,5.00%,1.22%,-,10.00,28.32,35.20,1,-,-,0.55,94.40,39.55,41.10,Tinna Overseas,NA,NA,NA
Tirth Plastic,,6.46,  new,0.00%,-%,-,10.00,32.00,0.00,100,-,-,-,NA,NA,NA,Tirth Plastic,NA,NA,NA
Tirupati Fibres,,-0.41,  new,0.00%,-%,* -,10.00,9.41,0.00,50,-,-,-,NA,NA,NA,Tirupati Fibres,NA,NA,NA
Tirupati Inks,,-63.10,  new,0.00%,-%,-,10.00,112.01,0.00,1,-,-,-,NA,NA,NA,Tirupati Inks,NA,NA,NA
Tirupati Tyres,,6.49, 99.75 new,0.00%,-%,0.16,10.00,18.80,3.10,1,52.88,56.19,1.39,50.00,8.00,8.99,Tirupati Tyres,NA,NA,NA
Titaanium Ten E,,15.13, 100 new,0.00%,-%,* -,10.00,23.65,9.40,8000,-,-,0.92,18.50,10.20,13.97,Titaanium Ten E,NA,NA,NA
Titagarh Wagons,,77.51, 43.78 new,0.00%,-%,1.67,2.00,31.07,"1,395.16",1,45.26,72.37,1.56,135.75,94.50,120.85,Titagarh Wagons,135.80,96.00,120.95
Titan Alloys,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Titan Alloys,NA,NA,NA
Titan Trading,,22.24,  new,0.00%,-%,-,10.00,21.91,0.00,50,-,-,-,NA,NA,NA,Titan Trading,NA,NA,NA
Tolani Bulk,,NA,  new,0.00%,-%,-,NA,-,0.00,1,-,-,-,NA,NA,NA,Tolani Bulk,NA,NA,NA
Top Line Shoes ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Top Line Shoes ,NA,NA,NA
Total Exports,,3.65,  new,0.00%,-%,-,10.00,59.12,1.38,1,-,-,0.47,5.30,1.43,1.71,Total Exports,NA,NA,NA
Towa Sokki,,7.54,  new,0.00%,-%,-,10.00,30.96,0.00,1,-,-,-,NA,NA,NA,Towa Sokki,NA,NA,NA
Toyam Ind,,0.90, 38.31 new,0.00%,-%,* -,1.00,39.26,101.78,1,-,-,5.32,22.00,1.23,4.79,Toyam Ind,NA,NA,NA
Trackparts,,-45.24,  new,0.00%,-%,* -,0.00,-,0.00,50,-,-,-,NA,NA,NA,Trackparts,NA,NA,NA
Trade Wings,,21.79,  new,0.00%,-%,1.15,10.00,32.17,27.15,1,28.11,78.70,4.15,103.50,77.90,90.50,Trade Wings,NA,NA,NA
Trans & Electr,,241.09,  new,0.00%,-%,9.82,10.00,17.65,0.00,1,-,-,-,NA,NA,NA,Trans & Electr,NA,NA,NA
Transport Corp,,75.86, 59.25 new,55.00%,0.35%,9.18,2.00,28.91,"2,386.92",1,18.63,33.95,4.11,388.00,144.00,311.70,Transport Corp,388.00,143.00,310.30
Transwarranty,,23.65, 100 new,0.00%,-%,0.30,10.00,39.26,39.38,1,48.79,53.67,0.68,22.30,6.89,16.10,Transwarranty,22.45,8.10,15.65
Trend Designs,,-16.57,  new,0.00%,-%,* -,0.00,-,0.00,100,-,-,-,NA,NA,NA,Trend Designs,NA,NA,NA
Trend Electron,,-55.76, 100 new,0.00%,-%,-,10.00,6.16,9.75,1,-,-,-,25.40,11.10,13.00,Trend Electron,NA,NA,NA
Tribhuvan House,,-0.06,  new,0.00%,-%,* -,1.00,35.29,0.95,1,-,-,-,0.36,0.19,0.19,Tribhuvan House,NA,NA,NA
Tricom India,,6.25,  new,0.00%,-%,-,2.00,18.51,0.00,1,-,-,-,NA,NA,NA,Tricom India,NA,NA,NA
Trigyn Tech,,55.90, 100 new,0.00%,-%,0.11,10.00,18.51,355.69,1,372.03,"1,082.27",2.13,164.00,78.85,119.05,Trigyn Tech,163.75,78.80,119.60
Tristar Enter,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tristar Enter,NA,NA,NA
Triveni Glass,,-33.41, 100 new,0.00%,-%,2.18,10.00,36.51,27.64,1,7.96,10.05,-,38.45,19.30,21.90,Triveni Glass,NA,NA,NA
Trivikrama Ind,,13.69,  new,0.00%,-%,* -,10.00,17.90,0.00,8000,-,-,-,NA,NA,NA,Trivikrama Ind,NA,NA,NA
Trombo Ext,,2.44,  new,0.00%,-%,* -,10.00,15.59,6.00,100,-,-,5.92,14.45,12.50,14.45,Trombo Ext,NA,NA,NA
Tubeknit,,,,,,,,,,,,,,,,,Tubeknit,,,
Tubetec Seamles,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tubetec Seamles,NA,NA,NA
Tulsi Extrusion,,-18.74, 94.22 new,0.00%,-%,-,10.00,25.38,10.70,1,-,-,-,6.59,3.48,3.89,Tulsi Extrusion,6.30,3.20,3.90
Tulsipur Sugar,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tulsipur Sugar,NA,NA,NA
Tungabhadra Ind,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tungabhadra Ind,NA,NA,NA
Tuscon Exports ,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Tuscon Exports ,NA,NA,NA
Tyche Ind,,47.50, 84.12 new,5.00%,0.78%,3.00,10.00,29.58,65.65,1,13.26,21.35,1.35,96.00,55.00,64.05,Tyche Ind,NA,NA,NA
Typhoon Fin.,,10.36,  new,0.00%,-%,0.06,10.00,39.26,0.00,1,-,-,-,NA,NA,NA,Typhoon Fin.,NA,NA,NA
Tyroon Tea,,60.81,  new,0.00%,-%,-,10.00,32.72,15.56,1,-,-,0.75,65.70,42.10,45.75,Tyroon Tea,NA,NA,NA
UCO Bank,,59.49, 44.45 new,0.00%,-%,-,10.00,20.79,"5,287.48",1,-,-,0.57,44.80,29.00,33.90,UCO Bank,44.75,26.80,33.85
UP Mineral,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,UP Mineral,NA,NA,NA
UPL,,150.96, 56.15 new,350.00%,0.81%,4.21,2.00,46.58,"44,026.05",1,50.65,205.86,5.74,899.95,576.45,866.65,UPL,900.00,575.85,868.50
UTI - Gold,,NA, 69.56 new,NA,-%,-,NA,-,351.22,NA,-,-,-,3000.00,2479.06,2530.00,UTI - Gold,2999.00,2461.00,2524.10
UTI-US64(CASH),,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,UTI-US64(CASH),NA,NA,NA
Ugar Sugar Work,,10.16, 50.77 new,0.00%,-%,2.08,1.00,7.85,309.38,1,8.11,13.22,2.71,73.10,22.15,27.50,Ugar Sugar Work,73.20,22.00,27.40
Ujaas Energy,,11.43, 43.53 new,7.50%,0.28%,1.82,1.00,17.85,535.00,1,12.05,14.70,2.34,52.25,19.40,26.75,Ujaas Energy,52.25,19.35,26.80
Ultra Intermed,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Ultra Intermed,NA,NA,NA
UltraTechCement,,872.10, 58.51 new,95.00%,0.24%,99.93,10.00,42.58,"110,457.01",1,27.54,40.26,4.61,4531.00,3052.00,4023.60,UltraTechCement,4533.10,3050.00,4024.20
Uni Abex,,172.82, 99.38 new,0.00%,-%,-,10.00,29.10,68.49,1,-,-,2.01,427.25,270.00,346.80,Uni Abex,NA,NA,NA
Unicorn Pharma,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Unicorn Pharma,NA,NA,NA
Unicorp,,NA,  new,NA,-%,-,NA,-,0.00,NA,-,-,-,NA,NA,NA,Unicorp,NA,NA,NA
Unimers India,,-51.87,  new,0.00%,-%,-,10.00,28.32,9.49,1,-,-,-,6.55,3.95,5.97,Unimers India,NA,NA,NA
Unimin India,,-5.94,  new,0.00%,-%,* -,10.00,23.65,0.00,1,-,-,-,NA,NA,NA,Unimin India,NA,NA,NA
Union Quality,,-14.37, 100 new,0.00%,-%,3.00,10.00,23.10,15.86,1,9.88,11.17,-,59.75,26.55,33.50,Union Quality,NA,NA,NA
Uniply Ind,,23.81, 63.40 new,0.00%,-%,3.05,10.00,32.84,684.94,1,80.25,93.93,12.03,390.00,166.10,286.50,Uniply Ind,389.90,167.00,287.00
